,pid,px,py,pz,mx,my,mz,ex,ey,ez,delta p m,,,delta m e
358,04c9890f-2276-4c20-854f-305ff5c9b6cf,464,-5250,-931,458,-5001,-2480,376.8212695,-5445.696661,-743,1568.897065,,,1794.857684
359,3e7618b8-34ca-4e48-ba3a-0e0f88a43131,-3564,-1000,-979,-3514,-1100,-734,-3694.997802,-1498.686594,-868,269.3046602,,,457.8943158
360,b1455ca8-3999-4eb8-9e1e-5c8d0d2e5719,-3564,-1000,-979,0,0,0,-4089,-2500,-1093,3828.908069,,,4915.747146
361,3530526e-e690-4222-878f-0f9f401fa759,-2880,-2250,-360,-2864,-2233,-15,-3339,-1975,-593,345.788953,,,791.3741214
362,0909252c-3ad0-413f-96f5-7eff885b50aa,-2880,-2250,-360,-750.3,-4446.9,-929,-1039,-4475,-918,3112.194194,,,290.2728027
363,e45a00b1-14a0-4f5e-9ea5-9f76d042b11c,-2880,-2250,-360,-2243.2,-1999.6,-435,-2289,-1800,-143,688.3599349,,,356.6536135
364,adcd791c-ead3-4572-a9cb-028bbee1d2e4,-1281,1500,-836,-1305,1665,-1009,-1439,1675,-943,240.2706807,,,149.7063793
365,ef3d059a-59d5-4870-b355-563a8d7cfd2d,-2243,-2000,-169,-2243,-2000,-169,-2139,-2175,-68,0,,,227.2487624
366,af775340-53d0-43cd-9cda-48e32b95adca,-2704,0,-741,-2704,0,-741,-2688.174556,-68.21008579,-718,0,,,73.70251339
367,4f46198d-c54d-4627-9e4e-3c8fd4c3c070,464,1250,-741,464,1250,-741,-187.1350383,1418.43849,-1143,0,,,783.5511234
368,e070023a-2a5d-4398-ad66-f9ed5d517ad1,1720,-5750,-1122,1720,-5621,-1104.8,1786,-5975,-843,130.1416152,,,445.2092092
369,26118c10-35dd-4ab1-9f0f-b9a89a1da070,-2230,500,-789,-2230,500,-789,-2194.956407,513.1658861,-793,0,,,37.64829292
370,ae03524f-e493-4077-99b1-588244de9a98,493,-1750,21,601,-1749,-752,211,-2000,-43,780.5088084,,,847.2201603
371,523f8301-4f56-4faf-ab33-a9ff11331118,-2243,-2000,-169,-2261,-1906,-708,-2664,-2075,-243,547.4312742,,,638.1183276
372,8ac7e5d5-57a4-41c8-a35d-8195784bfe95,993,-1750,21,987,-1569,-224,536,-1275,7,304.6670314,,,585.8310337
373,6eb8be8d-d089-43c6-b2e4-a6558ca16dcf,-800,0,-384,-775,0,-466,-1089,-575,-168,85.72630868,,,719.7395362
374,a4d9d9d5-6ea3-4234-aa28-e064e83626fa,-2243,-3500,-169,-2243,-3500,-169,-2264,-3175,-118,0,,,329.6467807
375,b8df4cc3-e973-4267-8cf8-a55cea77e1ac,-1829,-1250,-170,-2065.8,-1249.5,-741.4,-2239,-1725,-143,618.5244134,,,783.6970397
376,4364cabe-a27c-4bd5-b398-1d068aca47cf,-2243,-1500,-217,-2246.8,-1501.2,-585.1,-2014,-2025,-43,368.1215696,,,788.9453023
377,701026df-e170-4ca7-88aa-eb0b95ef6ba1,-2338,-3250,-170,-2338,-3250,0,-2748.396047,-3017.229617,-268,170,,,542.6149335
378,1e176f17-d00f-49bb-87ff-26d237b525f1,-2243,-2000,-169,-2243,-2000,-169,-2477.615203,-1751.430493,-218,0,,,345.300005
379,954b1983-e603-4611-ba15-dc2db6f988ab,-1781,-1000,-169,-1781,-1000,-169,-1939,-950,-193,0,,,167.4514855
380,d1af1003-247b-4f76-988f-d55cbb72aa80,-1321,750,-645,-1321,750,-645,-1010.930252,1324.484839,-743,0,,,660.1364091
381,9ac90b86-fc72-4ca0-9389-c8b3a77da437,493,-1250,-27,490.1,-1252,-546.7,513.5169224,-1795.248811,107,519.7119394,,,850.2889583
382,5c63d860-1e3c-481b-a290-9f299a5421f5,493,-1250,-27,-600,-3480,0,-447.3960588,-3364.157228,-43,2483.60182,,,196.3581182
383,e6402305-5028-42aa-975b-c540c882b131,493,-1250,-27,-2110,-2530,0,-2223.44978,-2334.861051,-93,2900.816782,,,244.1291912
384,dab512bd-a02d-4c1f-8dbc-9155a163efc0,-2243,-2000,-169,-2243,-2000,-169,-2036.082556,-2275,-43,0,,,366.4912396
385,664de6d9-bba2-424b-b76c-bb61900c015f,-1821,-750,-217,-1820,-753,-583,-2164,-450,-368,366.0136609,,,506.329932
386,36362f75-96d8-4ed4-a728-5e72284d0995,-2243,-2000,-169,-2297,-2007,-772,-2314,-2100,-143,605.453549,,,636.0652482
387,ce99545f-c6a5-4d53-8b68-0ceb78bd942e,2195,-5750,-1265,2195,-5750,-1265,2286,-5325,-1268,0,,,434.6435321
388,e42e948c-3154-45cb-bf52-408b7cda0f2f,-2243,-2000,-169,-2273,-2027.4,-143,-2239,-2675,-93,48.2365007,,,650.416605
389,8ee585ba-d055-4bb5-bc5f-2266a3d62bf4,-800,-2750,92,-862,-2692,-226,-939,-1925,132,329.1382688,,,849.9305854
390,6efc58a4-e1cd-4eca-9205-7e4898cc1f8b,-800,500,-527,-853,519,-1448,-1014,1550,-843,922.7193506,,,1206.195258
391,97415ee8-0b90-456c-83c2-05e7a398c06c,-800,500,-527,-1300,-4200,-242,-1381.091518,-4060.977624,-143,4735.105595,,,188.9551677
392,a226c68d-55d8-4b53-9596-7c88a3ffa259,-800,500,-527,-1821,-2450,-27,-2150.722057,-2308.564408,-68,3161.477661,,,361.1117024
393,8f2e16c4-893b-4f8f-bfb2-94fa452710ec,-2243,-1500,-217,-2243,-1501,-869,-1473.278656,-2160.705406,82,652.0007669,,,1389.993946
394,46686ed1-4a69-413c-96d0-63e09bd565db,-2888,-1750,-455,-2902.3,-1735.1,718,-3914,-1825,-993,1173.181785,,,1989.758754
395,071f02e7-752a-4094-af79-8dd764e9d85d,-1768,-1500,-122,-1769,-1570,-371,-1910.227042,-1492.623938,-93,258.6542093,,,321.2726761
396,b1df5dba-f281-4d3c-b3cc-48318ac96ee2,-1294,500,-550,-1401,688,-454,-1639,475,-593,236.6622065,,,348.330303
397,5d9a5895-0f28-416c-a6d6-3e781658ea57,2446,-6500,-1122,2479,-6381,-2373,2849.665154,-7050,-1993,1257.080347,,,854.0220468
398,50ebb677-e4a3-4421-b74f-1997a9cd1ad1,1000,-2250,92,1000,-2254,-844,946.8245226,-2498.561285,157,936.008547,,,1031.813381
399,d978fe7f-3225-4804-8be5-6c90bba157e7,-1743,1000,-836,-1789.8,1037.3,-1031.6,-2014,525,-743,204.5504583,,,629.2907833
400,a9e83d8a-7c90-4152-abad-53a1ad94d73a,-1743,1000,-836,-1780.8,-0.3,-905.1,-2089,25,-543,1003.396103,,,476.1761649
401,01864e9d-0dbe-41d4-9e3a-0285348ecfc1,-1743,1000,-836,347.1,-4028.3,-760.7,-339,-3725,-793,5445.91489,,,750.8444513
402,fe380793-8035-414e-b000-09bfe5ece92a,-3438,-1250,-788,-3537.1,-1305.6,-1647.9,-3864,-1500,-1018,867.375455,,,735.8185782
403,17f738d1-b16d-4cd3-8c52-77b08ad2e37f,464,1750,-741,464,1750,0,436,1600,-893,741,,,905.9431549
404,0fed7207-f747-428b-b4c0-854cabb50d9e,464,1750,-741,-500,-1770,0,-1014,-2000,132,3724.080692,,,578.3770397
405,143dd7cf-6a47-47a1-906d-927ad7fe9117,-2243,-2000,-169,-2213,-1982,-169,-2389,-2075,-143,34.98571137,,,200.7510897
406,d7361c6f-6751-4b5f-91c2-fdd61f988aa4,-2243,-2000,-169,-2246.9,-2069,-15,-889,-1500,57,168.7963566,,,1474.054751
407,e7b5df15-41be-439c-99e9-be40b2444cdb,-813,-750,-170,-813,-750,-170,-1414,-600,-168,0,,,619.4392626
408,e319e7c7-d78b-4d0a-9150-fecb603e2c83,-2704,-1500,-360,-2704,-1500,-312,-2758.515137,-1384.536195,-393,48,,,151.2110789
409,68f5f1e4-5e88-4aa5-8a1a-94b691adb11e,-1313,250,-455,-1189,241,-455,-1189,850,-643,124.3261839,,,637.3578273
410,31d8dfb1-71fd-4c53-9229-7cd48bee07e4,-2628,1500,-1408,-2613,1507,-1220,-2464,2200,-1643,188.7273165,,,825.4568432
411,ed469fda-4519-456f-a671-cf901222b4f8,-800,-1750,44,-827.3,-1703,-516.4,-1004.091622,-1392.590028,32,563.0297061,,,654.4862021
412,0fa33419-e7b9-4d00-8cab-3b51f93ecf0c,-800,-1500,-4,-827.3,-1530.9,-440.4,-796.3262763,-1029.303887,-43,438.3435411,,,640.6908707
413,6638cfb3-3831-4fc2-9327-194b76cf22e1,-800,3000,-1336,-800,2983,-1336,-1014,3425,-1918,17,,,761.501149
414,95fd67e6-cbff-4356-80c7-5a03b1bf6b8a,-2704,-2000,-312,-2704,-2000,-312,-2564,-2200,-193,0,,,271.5897642
415,b4131145-9675-4433-88e1-9ae016c701dd,-1300,-500,-242,-1300.1,-501.6,-376.5,-1490.060412,-171.9199954,-318,134.5095536,,,384.9624832
416,a44b9eb8-6c6f-497d-82c0-a666b99b4bff,-1768,-2500,-169,-1870,-2473.8,-354.8,-1889,-2450,7,213.5698481,,,363.0794403
417,341ef9bb-25f9-4eeb-8f1d-bdd054b22ba8,-2243,-2000,-169,-2485.6,-2157.4,-429.5,-2738.136818,-2800.729464,-243,389.2168676,,,715.8420869
418,f475ae14-9415-453e-b800-1480ea1c868d,-1768,500,-646,-1768,500.1,-288,-1914,325,-618,358.000014,,,401.0935178
419,8895f61f-1c17-4d2f-8b9b-77476c5261b6,-1313,-750,-170,-1312.8,-749.9,-170,-2039,-650,-268,0.223606798,,,739.5609846
420,ac680ec5-6f89-4739-9848-9d76fc0e017f,-1781,-4000,-122,-1751.9,-3521.3,-175.3,-1514,-4225,-243,482.5364131,,,745.9044108
421,9117969a-3f0d-478b-ad75-98263e3bfacf,-2243,-2000,-169,-2243,-2000,-169,-2058.146318,-2150,-43,0,,,269.3452869
422,f05b5941-68bd-4bf5-980d-721959bd4443,-800,-500,-242,-800,-500,-621.5,-1014,-250,-268,379.5,,,482.9681667
423,c893c0a3-5597-49cf-baa1-60efdfdef542,-800,-3250,44,-800,-3250,-674.3,-2758.515137,-1384.536195,-393,718.3,,,2719.350371
424,ccb501d1-a4fa-41c6-819e-54aaf74d439d,-1294,-1500,-27,-1294,-1500,-27,-1380.730903,-1408.55784,7,0,,,130.5370376
425,531423f6-d36d-472b-8234-c8f7b8293f79,-2346,-1750,-217,-2209.4,-1757.5,-607.5,-2314,-2000,-143,413.7705403,,,534.3291682
426,b25799a5-09e8-4656-9c1b-44bc9cbb5279,-2243,-2000,-169,-2183,-2042,-614,-1814,-1700,-43,450.986696,,,761.0295658
427,d06f4b61-42c1-4a8d-a2a5-c1cf8f7d0e47,-1300,-4250,-242,-1300,-4250,-242,-2039,-4450,-418,0,,,785.5552177
428,b9a637fe-0f2a-4426-a0b6-1d4ecd154a93,-1743,1000,-836,-1782,1073,-819,-1739,1925,-1168,84.49260323,,,921.7125365
429,2400a2fa-0335-480b-ac8d-a478171f3a55,-1800,-4500,242,-1800,-4500,242,-2364,-4025,-318,0,,,925.9163029
430,5e84c8e7-236f-4a64-a944-dc4a17c64f1d,-804,-250,-265,-713,-263.2,-345.2,-849.2251318,-283.1196539,-243,122.0134419,,,171.4611301
431,8fbfa285-d721-4a1a-8c18-f36652c17909,-2704,-2000,-312,-2739.5,-2028.9,-655.1,-2854.288209,-2300,-293,346.1402461,,,466.6775684
432,43d4f889-4b05-44df-8306-ea10f854776f,-2704,-2000,-312,-492.8,-1028.9,-534.6,-889,-1000,-43,2425.281718,,,632.0444684
433,f142d2c6-6d85-4e9d-9c56-07620486e068,-3438,-1250,-788,-3540,-1430.2,1215.4,-3264,-1125,-668,2014.072392,,,1927.82743
434,4eeb32fd-6f12-4a9e-8101-8e1caa32dc8f,-1768,-2000,-169,-1769,-2005,-608,-1872.014782,-1798.895812,-43,439.0296118,,,610.1770083
435,64d04585-67e7-4320-baad-8d4589fd18f7,-1768,-2000,-169,-2264.5,-1896.3,-1055,-2764,-1975,-293,1020.912308,,,914.5151393
436,f9d783f9-7d2e-4b53-83f7-9409f788cbca,-3564,-1000,-979,-3580,-1012.1,-1824.3,-3939,-1475,-1093,845.5379944,,,936.9936499
437,42fff37a-9040-417c-a3a2-82e7708f7161,-2281,-5000,-598,-2199,-4905,-1084,-2539,-4525,-618,501.9412316,,,690.7647935
438,80963057-b61b-4e77-86aa-cd74bab455eb,2229,-6250,-979,2220,-6252,-1504,1986,-5925,-918,525.0809461,,,710.6905093
439,695476f6-4c14-4a2f-b658-948514629079,-3141,-500,-836,-3141,-500,-836,-3114,-500,-793,0,,,50.7740091
440,4755877d-fd14-42b3-bc15-e1996d153015,978,1250,-693,978,1250,-693,386,1550,-893,0,,,693.1551053
441,99993a2b-588e-4c0c-bfec-e3dfb4f61534,-1743,2500,-1312,-1707.5,2113.1,-1394.6,-2189,2150,-1468,397.2085347,,,488.458207
442,e0f608e6-b01d-4d66-a8f9-033a55bac619,478,-750,-170,480.1,-749.9,-170,-264,-350,-393,2.102379604,,,873.6897733
443,bae9adba-8064-4f42-a7c5-57173c6f4c51,2686,-6750,-1316,2510,-6750,1150,2561,-6600,-1493,2472.272639,,,2647.744323
444,49ad86ad-a4b4-401d-9553-7763ef4f6b74,-3360,-4500,-1884,-3360,-4500,1037.6,2561,-6600,-1493,2921.6,,,6772.900218
445,532bb33e-f22f-454a-ba1f-561d1578b250,-1768,-1500,-122,-1766.5,-1499.1,-777,-1739,-2025,7,655.0023359,,,944.4485481
446,a69887c2-f35d-497c-a2db-d9c44406369a,1781,-4000,-122,1735,-3865.9,-1389.5,1336,-4175,-218,1275.403881,,,1275.600274
447,491540f7-7878-410f-894e-7ac4766b5105,-1781,-4000,-122,-1786.6,-4004.3,-1522.5,-2014,-4150,-243,1400.517797,,,1307.692433
448,0851db85-2889-4070-ac18-a40e8ebd96ba,-2243,-2000,-169,-1858,-2188.6,-230,-1939,-2175,-18,433.0311305,,,227.354261
449,c9fb5e2e-bd92-41d8-8b7e-394005860a1e,-1821,-2750,-27,-1776.1,-2600,505.2,-2014,-2550,-18,554.7547656,,,576.9182351
450,e31b4e39-e350-47a9-aca4-72496d99ff2a,-2243,-2000,-169,-2200,-2209,-1513,-2589,-2050,-218,1360.832833,,,1361.47971
451,6e1379e8-3af0-4fc5-8ba8-37d3bb02226b,-2243,-2000,-169,-2243.1,-1999.9,-296.9,-2264,-2025,-118,127.9000782,,,181.8571692
452,f93bfce4-e814-4ae3-9cdf-59f4dcdedf51,-2243,-2000,-169,-2243,-1999.9,-743.9,-2639,-2150,-243,574.9000087,,,655.9320239
453,f3e925a4-048d-46c9-ba15-c244f4e0a09a,-2871,-3250,-360,-2773.5,-3239,-709,-2774.673904,-3104.340392,-293,362.5303436,,,437.2534597
454,cee40c88-e460-4724-ae88-2977c5439b05,-2592,500,-931,-2561.7,502.8,-658.2,-2678.002277,588.8281338,-1018,274.4918396,,,387.7925984
455,9bd71ac6-c455-41f3-8c56-59987a649ac4,-813,1750,-836,-974,1764.1,-1083.4,-1339,2750,-1393,295.5106935,,,1095.936116
456,e22d047c-5beb-4e5b-9a3d-53b637743856,-800,3000,-1336,-790.5,2974.1,-1253.7,-1339,1475,-868,86.80063364,,,1642.229445
457,c5fd185f-1c5a-4aad-9795-43c4ccf8ea94,-2730,-5000,-789,-2847.7,-5008.4,-1851.5,-2939,-5675,-1443,1069.032319,,,787.1235608
458,df07180e-268e-489c-826e-40cb6f63d3a5,-2730,-5000,-789,-2047,-3365,0,-2064,-2900,-43,1939.648164,,,467.2932698
459,0b877123-0902-4432-b789-c4c6cc681df4,-800,-2500,92,-996,-2224,-365,-839,-1925,157,568.7187354,,,621.7185859
460,af1e9dee-8c26-4b2b-ac43-358221048797,993,-250,-265,961,-246,-169,636,225,-418,101.2719112,,,624.0729124
461,b939cc85-6028-404a-995d-28c8405a07db,-1300,-4500,-242,-1300,-4500,-242,-1664,-4150,-193,0,,,507.3430792
462,41dc1107-fbcb-4174-a262-19928c355018,-813,-750,-170,-813,-750,-170,-1314,-600,-143,0,,,523.6697433
463,6aa08c75-8ee5-457d-9794-b89ee1c4453f,-1768,-3000,-27,-1768,-3000,-27,-2039,-2800,-43,0,,,337.1898575
464,c6ba6f8e-c13e-410f-b7df-e193ba0d239d,-2268,-4500,-360,-2268,-4500,-360,-2439,-4350,-493,0,,,263.4957305
465,b90f00e8-ac5c-4530-9fbd-d0e055e3a718,1408,-6500,-979,1310.3,-6500.2,-979,1536,-6650,-1093,97.70020471,,,293.8988431
466,789fd2ee-c755-46c5-9c6f-260092520216,-2937,-5500,-2169,-2937.2,-5499.8,-1444.4,-3014,-6200,-1493,724.6000552,,,706.0738205
467,fc62e0cf-4f8e-4599-97fc-627b6adebfe9,-3154,-3500,-503,-3309,-3377.3,-1607.9,-3083.639712,-4145.100368,-743,1122.445678,,,1178.285481
468,675952a4-e8b3-4e82-a179-cc970d5a8b01,-1821,-250,-360,-1833.8,-251.5,-408.4,-2664,-650,-518,50.08642531,,,927.3868934
469,79f44ba1-c931-4346-82eb-f628a9374045,-1781,-500,-312,-1779.5,-500.3,-538.2,-2164,-525,-343,226.2051724,,,431.9182562
470,bc2e8a39-af40-4ad2-8e4c-3ba7020b2f7b,-1800,-4500,-242,-1800,-4499.9,-777,-1578.224575,-4733.951279,-1218,535.0000093,,,546.3015102
471,2564dc27-4eda-4fc3-a151-c13475796ee1,-800,1000,-622,-748.6,1062.3,-836.2,-1014,875,-618,228.9211436,,,391.3178887
472,ca073754-be17-43b7-a38a-0c1e5563ff32,-804,-1250,-27,-801,-1251,-312,-864,-1625,107,285.0175433,,,565.1601543
473,1a6a17cc-ba8c-4d79-bf20-cc897c9500dc,-2947,1250,-1455,-2922.3,991.9,-1458.6,-3164,975,-1468,259.3041843,,,242.4723902
474,2ce1d485-ebce-41a2-a5ce-aa109d5a13a3,-1281,2500,-1169,-1282,2501,-948,-1414,2275,-1193,221.0045248,,,358.5038354
475,dd619e10-5df1-4c79-bd62-cc00937b5d36,-2346,-2250,-169,-2347,-2252,-954.4,-2214,-2875,-93,785.4031831,,,1071.367332
476,eda7a3ac-f038-4603-9c68-816234e9c4eb,-2243,-3000,-122,-2208,-2976.2,-576.3,-1764,-3425,7,456.2673887,,,859.532623
477,d1d9defc-6f73-489f-9f14-2c0b5e970b2d,-2913,750,-1169,-2822,810.7,-743,-3089,900,-1393,439.8198381,,,708.3526593
478,920865d3-1581-4e81-bd63-ab2186024564,-2654,1000,-1168,-2662.7,1034.7,-797.8,-2864,900,-1268,371.9244816,,,528.9175928
479,0252da71-5f32-4d11-b25a-2032ef5f9793,-2654,1000,-1168,-1300,-4500,-242,-1382.713038,-4378.537062,-393,5739.406938,,,210.702852
480,bebe7c8f-0f34-4c3a-8fbb-d2a5119d2961,-2243,-1000,-312,-2243,-1000,-312,-2607.735453,-877.7380391,-443,0,,,406.3753656
481,57acb640-4f64-4a89-bedf-69351a3aea75,420,2750,-1359,420,2750,-1359,361,2700,-1468,0,,,133.6487935
482,9915765e-ff15-4371-b1aa-c2ef1db8a254,-2888,-1750,-455,-2830,-1750,861,-3064,-1450,-493,1317.277495,,,1406.439476
483,7bd5627e-b02e-47f1-b476-4bf8eaa726b3,-2615,2000,-1598,-2371,1995,441,-2439,1850,-1493,2053.553506,,,1940.619746
484,26d549fc-fa1c-4bb7-b30c-5f62bce52004,-1781,0,-455,-1683,0,-767,-1964,75,-518,327.0290507,,,382.8668176
485,af2a0072-e17e-4368-b80b-1359bf6d4647,-800,500,-527,-958,759,-370,-1339,275,-468,341.6050351,,,623.71548
486,94af9073-0914-4323-a90a-5eea1ef5f92c,-2243,-2000,-169,-2186.6,-2099,-169,-1214,-650,-143,113.9384044,,,1745.344596
487,c1229ef6-4fb4-4a1d-91f8-51baeaf9180f,-2888,-1750,-455,-2688,-1758,-608,-2864,-1525,-393,251.9384846,,,362.6154988
488,688606f8-9733-46f2-8331-b2dd84c5d385,449,2250,-1074,767,2358,-714,586,2325,-1143,492.3291582,,,466.7879604
489,eab03c6e-bf98-48d2-8a0c-1887f34dd554,-800,-500,-242,-925,-551,-387,-1089,-600,-143,198.1186513,,,298.0486537
490,9f99bd34-40d4-4aac-ae2b-7bc7f7086ccb,-1755,3000,-1503,-1664,3109.5,-82.1,-1739,3025,-1693,1428.015427,,,1614.857288
491,034a3302-2e81-4b30-aa7d-052531e6e519,920,-4745,-623,920,-4750,-788,186,-4775,-918,165.0757402,,,745.8424767
492,10fb6de3-bc11-44d7-a132-0b5db29802b8,-3154,-3000,-455,-2957,-2818.2,-911.4,-3264,-3325,-568,529.30256,,,684.8494725
493,32e21ee6-9b3a-4eb8-8527-2fea690a00ce,-2871,-3250,-360,-2893,-3289.8,-1131.4,-3164,-3700,-593,772.7392833,,,729.0950555
494,35897454-8702-4dc4-9865-7f01fa65f355,1254,-5750,-836,1266.4,-5760.3,-1114.4,1536,-5800,-893,278.8662941,,,351.1099685
495,be95fb3b-d607-409a-968e-98a3e9bcb577,420,2750,-1359,472,2807,-805,361,2775,-1518,559.3469406,,,722.2977225
496,0ece5c6a-7d1e-4365-893d-ac1cc04f1d7b,787,-5750,-741,802,-5743,-759.1,986,-5925,-693,24.5277394,,,267.112729
497,958b1089-a066-43e2-990d-8aad703429a2,464,1250,-741,461.3,1250,-307,461,975,-668,434.0083985,,,453.8128359
498,92564b0d-7b57-45e1-8ec5-41f95340995e,-800,-1500,-4,-792.3,-1612.9,0,-889,-1625,107,113.2329457,,,144.7283663
499,fddceb2e-82ba-493d-baba-c5d8af65981f,-1743,1000,-761,-1761,1006,-836,-2014,775,-868,77.36278175,,,344.084292
500,ea084e63-c0cb-4e11-8440-302de8fc76ee,1281,2500,-1169,1275,2500,0,1203.551622,2492.125335,-1268,1169.015398,,,1270.035779
501,749cb2b7-e57e-4453-a794-f6230e4d0226,-1281,2500,-1169,-1273,2500,0,-1558.861496,2378.508727,-1293,1169.027374,,,1329.784165
502,eb82b081-4edc-4d6a-89ee-3453d1c4c8f0,-800,-2000,44,-800,-2000,0,-914,-2125,157,44,,,230.8029463
503,3283d8ec-1436-4529-8a16-941bbf65c91d,-800,-2000,44,800,465,-491.9,486,1250,-743,2987.208364,,,881.9706401
504,180d278e-1a49-42da-a624-24aa14b57a4e,-800,-2500,92,-953.9,-2518.3,-9.1,-939,-2475,157,185.0440758,,,172.2965757
505,d14f70e6-bf7b-4d6d-a380-bfd0a46ed7a1,-800,-3250,44,-904.3,-3164.6,206.9,-914,-2875,157,211.4428055,,,294.0276518
506,ce397420-3cd2-4a55-8fd1-5e28321981f4,-2243,-2000,-169,-2233,-2000,-169,-2196.549526,-1822.285777,-118,10,,,188.4462319
507,ce24bbe9-ae70-4659-9e9c-564d1a865de8,454,-4676,0,454,-4676,0,611,-5250,-768,0,,,971.5703783
508,b5d52500-0145-4481-8f9a-c69daa9ebdb8,-804,750,-551,-810,789,-583.2,-1369.271774,482.3916188,-543,50.92975555,,,639.0693672
509,ad7d5c25-7f74-4812-91ef-060a86911421,-1281,1500,-836,-1222.5,1500.3,-857.8,-1726.035324,1580.423367,-1018,62.43060147,,,534.4451479
510,9461e090-fdae-426d-9a36-7348164b771a,-2255,-4000,-217,-2357,-3893.7,-825.8,-2539,-3900,-343,626.3713994,,,516.0034205
511,5f7766ce-8e2e-410c-9195-6bf089fea4fd,-2829,-4750,-694,-2818.6,-4583.8,-1792.3,-2933.445819,-5113.373975,-2043,1110.852596,,,597.0667027
512,be76cfe3-b2bb-4358-956b-0fad07215972,493,-1250,-27,647,-1230,-154,411,-775,-118,200.611565,,,513.825846
513,7cbecb3f-6a8a-48e5-a3be-8f7a762b5a04,-2243,-2000,-169,-2166.7,-2113.2,-1136,-2389,-2650,-143,976.5884138,,,1150.487084
514,6a098711-5423-4072-8909-7cff0e2d4531,986,-5250,-858,1000,-5377,-858,1486,-5350,-993,127.7693234,,,505.1237472
515,642a3373-6fee-4f2a-b8d6-38dd42ada763,2243,-2000,-169,2234,-2000,-936,2211,-2425,-93,767.0528013,,,944.3532178
516,4b93a168-0f3b-4124-88fa-a57046ca70e1,-2243,-2000,-169,-2335,-1924,-820,-2626.840493,-2467.267482,-218,661.846659,,,861.8088131
517,2694aa18-bc02-485a-b9c9-ed8d6e715d63,-800,-2250,92,-800,-2750,92,-857.4543311,-2215.079527,157,500,,,541.9095054
518,67c4b72e-e0e5-4841-9e95-a6220d00615e,-800,-2250,92,-700,1250,0,-1224.498653,715.1531627,-593,3502.636721,,,955.4103706
519,c07d13ed-e387-4457-8e33-1d16aed3fd92,-2243,-2000,-169,-2248.1,-2006.2,0,-2239,-2250,-93,169.190573,,,261.0943316
520,b33e4298-a735-4781-8dea-d7203b4137fb,478,-250,-312,505,-248,-240,986,-125,-293,76.92203845,,,499.2985079
521,d151b391-e6e4-4daf-bd9c-191f4ad837b4,-1768,-2000,-75,-1769,-2072,-249,-1889,-1775,-43,188.3109131,,,380.8477386
522,e3ecccd2-29de-49f5-bd06-54fc7567c90a,-1821,-2250,-27,-1821,-2252,-575,-1814.76781,-2142.584617,7,548.0036496,,,592.2284747
523,ce0dc660-f19e-46a3-94f9-646bebae6805,-3997,-3750,-1169,-3929.8,-3749.9,-2178.1,-4114,-4000,-1543,1011.335088,,,706.9877368
524,ef7e9f3e-a53a-4e00-8f6a-537667af2bea,-4364,-4000,-1678,-4227,-4058.7,-2634.7,-4439,-4375,-2168,968.2404557,,,602.3276351
525,a85b9795-f99c-4c1d-a376-8b5ef095ffd7,-4364,-4000,-1678,-3085.3,500.3,-1375,-3164,450,-1193,4688.238772,,,204.5672994
526,08ed0b3c-9f94-4c1f-8522-3d42a642a6b0,-4364,-4000,-1678,-2896.1,-250.1,-1165.9,-2964,-300,-768,4059.399812,,,406.7245136
527,9edc5d65-cb26-475c-8544-e6d1dacae41d,-800,3000,-1336,-800,3000,-875,-835.4787103,3150.806675,-1643,461,,,783.4700964
528,d7c47ded-7e79-44df-b738-ed0c97c76837,1720,-5750,-1122,1760,-5742,-1624,1736,-6225,-893,503.6546436,,,876.4850255
529,f8ef3dfc-f789-43a1-9015-c82ffa8e7df0,-2829,-4750,-694,-2802,-4622.7,-1174.8,-2689,-4650,-768,498.0993174,,,423.0845424
530,53b58cc3-8d88-4257-aa63-48da088f2091,-1300,-250,-265,-1346.2,-260.8,-223.4,-1446.459416,-372.5392487,-243,63.10023772,,,151.3993734
531,f1c3cf0a-f3ad-479b-8dd2-7d60ab6d03ff,1370,-6000,-932,0,0,0,1411,-5650,-1143,6224.590268,,,5934.633097
532,ecde7e20-f135-47dd-8f96-adac49e4942e,-2692,500,-931,-2692,500,-931,-2648.804998,629.3657497,-1018,0,,,161.7723877
533,f936a701-5f8a-4aa1-b7a9-9f8b5b69bc7c,-2243,-2000,-169,-2247,-2019.8,-457.4,-2180.204467,-2276.228273,-93,289.1065548,,,450.5601651
534,b910cbe2-0c68-40b2-b9f1-268e7c28320a,478,750,-598,478,750,-598,18.63832662,816.5179458,-1018,0,,,625.9694754
535,63a32e5c-f63a-450d-85cb-140947b67eaf,-2243,-2000,-169,-2180,-2008,-602,-2089,-2725,-43,437.6322657,,,913.7018113
536,dce4e63f-7ece-4dae-bd6e-5b116c2fbe37,2195,-5750,-1265,2193,-5750,-1099,2336,-6400,-1343,166.0120478,,,708.8617637
537,5a9f8899-556a-43ea-892d-5e35b969ff38,-1821,-1750,-74,-1808,-1722,-306,-2064,-2075,-43,234.0448675,,,509.2288287
538,a12c8ae8-d5ad-4d15-b805-436ad23e5ad1,-2243,-2000,-169,-1938.2,-2001,-393.4,-2114,-1825,-93,378.4962351,,,390.0279477
539,9373cd09-a591-42be-9343-ed6f06b7056d,-3166,-5000,-1027,-3166,-5000,-1027,-3289,-5325,-1968,0,,,1003.112656
